Carbon fixation	M00165	Reductive pentose phosphate cycle (Calvin cycle) [PATH:map01200 map00710]	K01808	rpiB; ribose 5-phosphate isomerase B [EC:5.3.1.6]
Carbon fixation	M00166	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P [PATH:map01200 map00710]	K00855	PRK, prkB; phosphoribulokinase [EC:2.7.1.19]
Carbon fixation	M00166	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P [PATH:map01200 map00710]	K01601	rbcL; ribulose-bisphosphate carboxylase large chain [EC:4.1.1.39]
Carbon fixation	M00166	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P [PATH:map01200 map00710]	K01602	rbcS; ribulose-bisphosphate carboxylase small chain [EC:4.1.1.39]
Carbon fixation	M00166	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P [PATH:map01200 map00710]	K00927	PGK, pgk; phosphoglycerate kinase [EC:2.7.2.3]
Carbon fixation	M00166	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P [PATH:map01200 map00710]	K05298	GAPA; glyceraldehyde-3-phosphate dehydrogenase (NADP+) (phosphorylating) [EC:1.2.1.13]
Carbon fixation	M00166	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P [PATH:map01200 map00710]	K00150	gap2; glyceraldehyde-3-phosphate dehydrogenase (NAD(P)) [EC:1.2.1.59]
Carbon fixation	M00166	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P [PATH:map01200 map00710]	K00134	GAPDH, gapA; glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12]
Carbon fixation	M00167	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P [PATH:map01200 map00710]	K01623	ALDO; fructose-bisphosphate aldolase, class I [EC:4.1.2.13]
Carbon fixation	M00167	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P [PATH:map01200 map00710]	K01624	FBA, fbaA; fructose-bisphosphate aldolase, class II [EC:4.1.2.13]
Carbon fixation	M00167	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P [PATH:map01200 map00710]	K03841	FBP, fbp; fructose-1,6-bisphosphatase I [EC:3.1.3.11]
Carbon fixation	M00167	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P [PATH:map01200 map00710]	K02446	glpX; fructose-1,6-bisphosphatase II [EC:3.1.3.11]
Carbon fixation	M00167	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P [PATH:map01200 map00710]	K11532	glpX-SEBP; fructose-1,6-bisphosphatase II / sedoheptulose-1,7-bisphosphatase [EC:3.1.3.11 3.1.3.37]
Carbon fixation	M00167	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P [PATH:map01200 map00710]	K01086	fbp-SEBP; fructose-1,6-bisphosphatase I / sedoheptulose-1,7-bisphosphatase [EC:3.1.3.11 3.1.3.37]
Carbon fixation	M00167	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P [PATH:map01200 map00710]	K04041	fbp3; fructose-1,6-bisphosphatase III [EC:3.1.3.11]
Carbon fixation	M00167	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P [PATH:map01200 map00710]	K00615	E2.2.1.1, tktA, tktB; transketolase [EC:2.2.1.1]
Carbon fixation	M00167	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P [PATH:map01200 map00710]	K01100	E3.1.3.37; sedoheptulose-bisphosphatase [EC:3.1.3.37]
Carbon fixation	M00167	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P [PATH:map01200 map00710]	K01807	rpiA; ribose 5-phosphate isomerase A [EC:5.3.1.6]
Carbon fixation	M00167	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P [PATH:map01200 map00710]	K01808	rpiB; ribose 5-phosphate isomerase B [EC:5.3.1.6]
Carbon fixation	M00168	CAM (Crassulacean acid metabolism), dark [PATH:map01200 map00710]	K01595	ppc; phosphoenolpyruvate carboxylase [EC:4.1.1.31]
Carbon fixation	M00168	CAM (Crassulacean acid metabolism), dark [PATH:map01200 map00710]	K00025	MDH1; malate dehydrogenase [EC:1.1.1.37]
Carbon fixation	M00168	CAM (Crassulacean acid metabolism), dark [PATH:map01200 map00710]	K00026	MDH2; malate dehydrogenase [EC:1.1.1.37]
Carbon fixation	M00168	CAM (Crassulacean acid metabolism), dark [PATH:map01200 map00710]	K00024	mdh; malate dehydrogenase [EC:1.1.1.37]
Carbon fixation	M00169	CAM (Crassulacean acid metabolism), light [PATH:map01200 map00710]	K00029	E1.1.1.40, maeB; malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+) [EC:1.1.1.40]
Carbon fixation	M00169	CAM (Crassulacean acid metabolism), light [PATH:map01200 map00710]	K01006	ppdK; pyruvate, orthophosphate dikinase [EC:2.7.9.1]
Carbon fixation	M00172	C4-dicarboxylic acid cycle, NADP - malic enzyme type [PATH:map01200 map00710]	K01595	ppc; phosphoenolpyruvate carboxylase [EC:4.1.1.31]
Carbon fixation	M00172	C4-dicarboxylic acid cycle, NADP - malic enzyme type [PATH:map01200 map00710]	K00051	E1.1.1.82; malate dehydrogenase (NADP+) [EC:1.1.1.82]
Carbon fixation	M00172	C4-dicarboxylic acid cycle, NADP - malic enzyme type [PATH:map01200 map00710]	K00029	E1.1.1.40, maeB; malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+) [EC:1.1.1.40]
Carbon fixation	M00172	C4-dicarboxylic acid cycle, NADP - malic enzyme type [PATH:map01200 map00710]	K01006	ppdK; pyruvate, orthophosphate dikinase [EC:2.7.9.1]
Carbon fixation	M00171	C4-dicarboxylic acid cycle, NAD - malic enzyme type [PATH:map01200 map00710]	K01595	ppc; phosphoenolpyruvate carboxylase [EC:4.1.1.31]
Carbon fixation	M00171	C4-dicarboxylic acid cycle, NAD - malic enzyme type [PATH:map01200 map00710]	K14454	GOT1; aspartate aminotransferase, cytoplasmic [EC:2.6.1.1]
Carbon fixation	M00171	C4-dicarboxylic acid cycle, NAD - malic enzyme type [PATH:map01200 map00710]	K14455	GOT2; aspartate aminotransferase, mitochondrial [EC:2.6.1.1]
Carbon fixation	M00171	C4-dicarboxylic acid cycle, NAD - malic enzyme type [PATH:map01200 map00710]	K00025	MDH1; malate dehydrogenase [EC:1.1.1.37]
Carbon fixation	M00171	C4-dicarboxylic acid cycle, NAD - malic enzyme type [PATH:map01200 map00710]	K00026	MDH2; malate dehydrogenase [EC:1.1.1.37]
Carbon fixation	M00171	C4-dicarboxylic acid cycle, NAD - malic enzyme type [PATH:map01200 map00710]	K00028	E1.1.1.39; malate dehydrogenase (decarboxylating) [EC:1.1.1.39]
Carbon fixation	M00171	C4-dicarboxylic acid cycle, NAD - malic enzyme type [PATH:map01200 map00710]	K00814	GPT, ALT; alanine transaminase [EC:2.6.1.2]
Carbon fixation	M00171	C4-dicarboxylic acid cycle, NAD - malic enzyme type [PATH:map01200 map00710]	K14272	GGAT; glutamate--glyoxylate aminotransferase [EC:2.6.1.4 2.6.1.2 2.6.1.44]
Carbon fixation	M00171	C4-dicarboxylic acid cycle, NAD - malic enzyme type [PATH:map01200 map00710]	K01006	ppdK; pyruvate, orthophosphate dikinase [EC:2.7.9.1]
Carbon fixation	M00170	C4-dicarboxylic acid cycle, phosphoenolpyruvate carboxykinase type [PATH:map01200 map00710]	K01595	ppc; phosphoenolpyruvate carboxylase [EC:4.1.1.31]
Carbon fixation	M00170	C4-dicarboxylic acid cycle, phosphoenolpyruvate carboxykinase type [PATH:map01200 map00710]	K14454	GOT1; aspartate aminotransferase, cytoplasmic [EC:2.6.1.1]
Carbon fixation	M00170	C4-dicarboxylic acid cycle, phosphoenolpyruvate carboxykinase type [PATH:map01200 map00710]	K14455	GOT2; aspartate aminotransferase, mitochondrial [EC:2.6.1.1]
Carbon fixation	M00170	C4-dicarboxylic acid cycle, phosphoenolpyruvate carboxykinase type [PATH:map01200 map00710]	K01610	E4.1.1.49, pckA; phosphoenolpyruvate carboxykinase (ATP) [EC:4.1.1.49]
Carbon fixation	M00173	Reductive citrate cycle (Arnon-Buchanan cycle) [PATH:map01200 map00720]	K00169	porA; pyruvate ferredoxin oxidoreductase alpha subunit [EC:1.2.7.1]
Carbon fixation	M00173	Reductive citrate cycle (Arnon-Buchanan cycle) [PATH:map01200 map00720]	K00170	porB; pyruvate ferredoxin oxidoreductase beta subunit [EC:1.2.7.1]
Carbon fixation	M00173	Reductive citrate cycle (Arnon-Buchanan cycle) [PATH:map01200 map00720]	K00171	porD; pyruvate ferredoxin oxidoreductase delta subunit [EC:1.2.7.1]
Carbon fixation	M00173	Reductive citrate cycle (Arnon-Buchanan cycle) [PATH:map01200 map00720]	K00172	porG; pyruvate ferredoxin oxidoreductase gamma subunit [EC:1.2.7.1]
Carbon fixation	M00173	Reductive citrate cycle (Arnon-Buchanan cycle) [PATH:map01200 map00720]	K03737	por, nifJ; pyruvate-ferredoxin/flavodoxin oxidoreductase [EC:1.2.7.1 1.2.7.-]
Carbon fixation	M00173	Reductive citrate cycle (Arnon-Buchanan cycle) [PATH:map01200 map00720]	K01007	pps, ppsA; pyruvate, water dikinase [EC:2.7.9.2]
Carbon fixation	M00173	Reductive citrate cycle (Arnon-Buchanan cycle) [PATH:map01200 map00720]	K01006	ppdK; pyruvate, orthophosphate dikinase [EC:2.7.9.1]
Carbon fixation	M00173	Reductive citrate cycle (Arnon-Buchanan cycle) [PATH:map01200 map00720]	K01595	ppc; phosphoenolpyruvate carboxylase [EC:4.1.1.31]
Carbon fixation	M00173	Reductive citrate cycle (Arnon-Buchanan cycle) [PATH:map01200 map00720]	K01959	pycA; pyruvate carboxylase subunit A [EC:6.4.1.1]
Carbon fixation	M00173	Reductive citrate cycle (Arnon-Buchanan cycle) [PATH:map01200 map00720]	K01960	pycB; pyruvate carboxylase subunit B [EC:6.4.1.1]
Carbon fixation	M00173	Reductive citrate cycle (Arnon-Buchanan cycle) [PATH:map01200 map00720]	K01958	PC, pyc; pyruvate carboxylase [EC:6.4.1.1]
Carbon fixation	M00173	Reductive citrate cycle (Arnon-Buchanan cycle) [PATH:map01200 map00720]	K00024	mdh; malate dehydrogenase [EC:1.1.1.37]
Carbon fixation	M00173	Reductive citrate cycle (Arnon-Buchanan cycle) [PATH:map01200 map00720]	K01676	E4.2.1.2A, fumA, fumB; fumarate hydratase, class I [EC:4.2.1.2]
Carbon fixation	M00173	Reductive citrate cycle (Arnon-Buchanan cycle) [PATH:map01200 map00720]	K01679	E4.2.1.2B, fumC; fumarate hydratase, class II [EC:4.2.1.2]
Carbon fixation	M00173	Reductive citrate cycle (Arnon-Buchanan cycle) [PATH:map01200 map00720]	K01677	E4.2.1.2AA, fumA; fumarate hydratase subunit alpha [EC:4.2.1.2]
Carbon fixation	M00173	Reductive citrate cycle (Arnon-Buchanan cycle) [PATH:map01200 map00720]	K01678	E4.2.1.2AB, fumB; fumarate hydratase subunit beta [EC:4.2.1.2]
Carbon fixation	M00173	Reductive citrate cycle (Arnon-Buchanan cycle) [PATH:map01200 map00720]	K00239	sdhA, frdA; succinate dehydrogenase / fumarate reductase, flavoprotein subunit [EC:1.3.5.1 1.3.5.4]
Carbon fixation	M00173	Reductive citrate cycle (Arnon-Buchanan cycle) [PATH:map01200 map00720]	K00240	sdhB, frdB; succinate dehydrogenase / fumarate reductase, iron-sulfur subunit [EC:1.3.5.1 1.3.5.4]
Carbon fixation	M00173	Reductive citrate cycle (Arnon-Buchanan cycle) [PATH:map01200 map00720]	K00241	sdhC, frdC; succinate dehydrogenase / fumarate reductase, cytochrome b subunit
Carbon fixation	M00173	Reductive citrate cycle (Arnon-Buchanan cycle) [PATH:map01200 map00720]	K00242	sdhD, frdD; succinate dehydrogenase / fumarate reductase, membrane anchor subunit
Carbon fixation	M00173	Reductive citrate cycle (Arnon-Buchanan cycle) [PATH:map01200 map00720]	K00244	frdA; fumarate reductase flavoprotein subunit [EC:1.3.5.4]
Carbon fixation	M00173	Reductive citrate cycle (Arnon-Buchanan cycle) [PATH:map01200 map00720]	K00245	frdB; fumarate reductase iron-sulfur subunit [EC:1.3.5.4]
Carbon fixation	M00173	Reductive citrate cycle (Arnon-Buchanan cycle) [PATH:map01200 map00720]	K00246	frdC; fumarate reductase subunit C
Carbon fixation	M00173	Reductive citrate cycle (Arnon-Buchanan cycle) [PATH:map01200 map00720]	K00247	frdD; fumarate reductase subunit D
Carbon fixation	M00173	Reductive citrate cycle (Arnon-Buchanan cycle) [PATH:map01200 map00720]	K18556	frdA; NADH-dependent fumarate reductase subunit A [EC:1.3.1.6]
Carbon fixation	M00173	Reductive citrate cycle (Arnon-Buchanan cycle) [PATH:map01200 map00720]	K18557	frdB; NADH-dependent fumarate reductase subunit B [EC:1.3.1.6]
Carbon fixation	M00173	Reductive citrate cycle (Arnon-Buchanan cycle) [PATH:map01200 map00720]	K18558	frdC; NADH-dependent fumarate reductase subunit C
Carbon fixation	M00173	Reductive citrate cycle (Arnon-Buchanan cycle) [PATH:map01200 map00720]	K18559	frdD; NADH-dependent fumarate reductase subunit D
Carbon fixation	M00173	Reductive citrate cycle (Arnon-Buchanan cycle) [PATH:map01200 map00720]	K18560	frdE; NADH-dependent fumarate reductase subunit E
Carbon fixation	M00173	Reductive citrate cycle (Arnon-Buchanan cycle) [PATH:map01200 map00720]	K01902	sucD; succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]
Carbon fixation	M00173	Reductive citrate cycle (Arnon-Buchanan cycle) [PATH:map01200 map00720]	K01903	sucC; succinyl-CoA synthetase beta subunit [EC:6.2.1.5]
Carbon fixation	M00173	Reductive citrate cycle (Arnon-Buchanan cycle) [PATH:map01200 map00720]	K00174	korA, oorA, oforA; 2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha [EC:1.2.7.3 1.2.7.11]
Carbon fixation	M00173	Reductive citrate cycle (Arnon-Buchanan cycle) [PATH:map01200 map00720]	K00175	korB, oorB, oforB; 2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit beta [EC:1.2.7.3 1.2.7.11]
Carbon fixation	M00173	Reductive citrate cycle (Arnon-Buchanan cycle) [PATH:map01200 map00720]	K00177	korC, oorC; 2-oxoglutarate ferredoxin oxidoreductase subunit gamma [EC:1.2.7.3]
Carbon fixation	M00173	Reductive citrate cycle (Arnon-Buchanan cycle) [PATH:map01200 map00720]	K00176	korD, oorD; 2-oxoglutarate ferredoxin oxidoreductase subunit delta [EC:1.2.7.3]
Carbon fixation	M00173	Reductive citrate cycle (Arnon-Buchanan cycle) [PATH:map01200 map00720]	K00031	IDH1, IDH2, icd; isocitrate dehydrogenase [EC:1.1.1.42]
Carbon fixation	M00173	Reductive citrate cycle (Arnon-Buchanan cycle) [PATH:map01200 map00720]	K01681	ACO, acnA; aconitate hydratase [EC:4.2.1.3]
Carbon fixation	M00173	Reductive citrate cycle (Arnon-Buchanan cycle) [PATH:map01200 map00720]	K01682	acnB; aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]
Carbon fixation	M00173	Reductive citrate cycle (Arnon-Buchanan cycle) [PATH:map01200 map00720]	K15230	aclA; ATP-citrate lyase alpha-subunit [EC:2.3.3.8]
Carbon fixation	M00173	Reductive citrate cycle (Arnon-Buchanan cycle) [PATH:map01200 map00720]	K15231	aclB; ATP-citrate lyase beta-subunit [EC:2.3.3.8]
Carbon fixation	M00173	Reductive citrate cycle (Arnon-Buchanan cycle) [PATH:map01200 map00720]	K15232	ccsA; citryl-CoA synthetase large subunit [EC:6.2.1.18]
Carbon fixation	M00173	Reductive citrate cycle (Arnon-Buchanan cycle) [PATH:map01200 map00720]	K15233	ccsB; citryl-CoA synthetase small subunit
Carbon fixation	M00173	Reductive citrate cycle (Arnon-Buchanan cycle) [PATH:map01200 map00720]	K15234	ccl; citryl-CoA lyase [EC:4.1.3.34]
Carbon fixation	M00376	3-Hydroxypropionate bi-cycle [PATH:map01200 map00720]	K02160	accB, bccP; acetyl-CoA carboxylase biotin carboxyl carrier protein
Carbon fixation	M00376	3-Hydroxypropionate bi-cycle [PATH:map01200 map00720]	K01961	accC; acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]
Carbon fixation	M00376	3-Hydroxypropionate bi-cycle [PATH:map01200 map00720]	K01962	accA; acetyl-CoA carboxylase carboxyl transferase subunit alpha [EC:6.4.1.2]
Carbon fixation	M00376	3-Hydroxypropionate bi-cycle [PATH:map01200 map00720]	K01963	accD; acetyl-CoA carboxylase carboxyl transferase subunit beta [EC:6.4.1.2]
Carbon fixation	M00376	3-Hydroxypropionate bi-cycle [PATH:map01200 map00720]	K14468	mcr; malonyl-CoA reductase / 3-hydroxypropionate dehydrogenase (NADP+) [EC:1.2.1.75 1.1.1.298]
Carbon fixation	M00376	3-Hydroxypropionate bi-cycle [PATH:map01200 map00720]	K14469	K14469; acrylyl-CoA reductase (NADPH) / 3-hydroxypropionyl-CoA dehydratase / 3-hydroxypropionyl-CoA synthetase [EC:1.3.1.84 4.2.1.116 6.2.1.36]
Carbon fixation	M00376	3-Hydroxypropionate bi-cycle [PATH:map01200 map00720]	K15052	K15052; propionyl-CoA carboxylase [EC:6.4.1.3]
Carbon fixation	M00376	3-Hydroxypropionate bi-cycle [PATH:map01200 map00720]	K05606	MCEE, epi; methylmalonyl-CoA/ethylmalonyl-CoA epimerase [EC:5.1.99.1]
Carbon fixation	M00376	3-Hydroxypropionate bi-cycle [PATH:map01200 map00720]	K01847	MUT; methylmalonyl-CoA mutase [EC:5.4.99.2]
Carbon fixation	M00376	3-Hydroxypropionate bi-cycle [PATH:map01200 map00720]	K01848	E5.4.99.2A, mcmA1; methylmalonyl-CoA mutase, N-terminal domain [EC:5.4.99.2]
Carbon fixation	M00376	3-Hydroxypropionate bi-cycle [PATH:map01200 map00720]	K01849	E5.4.99.2B, mcmA2; methylmalonyl-CoA mutase, C-terminal domain [EC:5.4.99.2]
Carbon fixation	M00376	3-Hydroxypropionate bi-cycle [PATH:map01200 map00720]	K14471	smtA1; succinyl-CoA:(S)-malate CoA-transferase subunit A [EC:2.8.3.22]
Carbon fixation	M00376	3-Hydroxypropionate bi-cycle [PATH:map01200 map00720]	K14472	smtB; succinyl-CoA:(S)-malate CoA-transferase subunit B [EC:2.8.3.22]
Carbon fixation	M00376	3-Hydroxypropionate bi-cycle [PATH:map01200 map00720]	K00239	sdhA, frdA; succinate dehydrogenase / fumarate reductase, flavoprotein subunit [EC:1.3.5.1 1.3.5.4]
Carbon fixation	M00376	3-Hydroxypropionate bi-cycle [PATH:map01200 map00720]	K00240	sdhB, frdB; succinate dehydrogenase / fumarate reductase, iron-sulfur subunit [EC:1.3.5.1 1.3.5.4]
Carbon fixation	M00376	3-Hydroxypropionate bi-cycle [PATH:map01200 map00720]	K00241	sdhC, frdC; succinate dehydrogenase / fumarate reductase, cytochrome b subunit
Carbon fixation	M00376	3-Hydroxypropionate bi-cycle [PATH:map01200 map00720]	K01679	E4.2.1.2B, fumC; fumarate hydratase, class II [EC:4.2.1.2]
Carbon fixation	M00376	3-Hydroxypropionate bi-cycle [PATH:map01200 map00720]	K08691	mcl; malyl-CoA/(S)-citramalyl-CoA lyase [EC:4.1.3.24 4.1.3.25]
Carbon fixation	M00376	3-Hydroxypropionate bi-cycle [PATH:map01200 map00720]	K14449	mch, mcd; 2-methylfumaryl-CoA hydratase [EC:4.2.1.148]
Carbon fixation	M00376	3-Hydroxypropionate bi-cycle [PATH:map01200 map00720]	K14470	mct; 2-methylfumaryl-CoA isomerase [EC:5.4.1.3]
Carbon fixation	M00376	3-Hydroxypropionate bi-cycle [PATH:map01200 map00720]	K09709	meh; 3-methylfumaryl-CoA hydratase [EC:4.2.1.153]
Carbon fixation	M00375	Hydroxypropionate-hydroxybutylate cycle [PATH:map01200 map00720]	K01964	K01964; acetyl-CoA/propionyl-CoA carboxylase [EC:6.4.1.2 6.4.1.3]
Carbon fixation	M00375	Hydroxypropionate-hydroxybutylate cycle [PATH:map01200 map00720]	K15037	K15037; biotin carboxyl carrier protein
Carbon fixation	M00375	Hydroxypropionate-hydroxybutylate cycle [PATH:map01200 map00720]	K15036	K15036; acetyl-CoA/propionyl-CoA carboxylase [EC:6.4.1.2 6.4.1.3]
Carbon fixation	M00375	Hydroxypropionate-hydroxybutylate cycle [PATH:map01200 map00720]	K15017	K15017; malonyl-CoA/succinyl-CoA reductase (NADPH) [EC:1.2.1.75 1.2.1.76]
Carbon fixation	M00375	Hydroxypropionate-hydroxybutylate cycle [PATH:map01200 map00720]	K15039	K15039; 3-hydroxypropionate dehydrogenase (NADP+) [EC:1.1.1.298]
Carbon fixation	M00375	Hydroxypropionate-hydroxybutylate cycle [PATH:map01200 map00720]	K15018	K15018; 3-hydroxypropionyl-coenzyme A synthetase [EC:6.2.1.36]
Carbon fixation	M00375	Hydroxypropionate-hydroxybutylate cycle [PATH:map01200 map00720]	K15019	K15019; 3-hydroxypropionyl-coenzyme A dehydratase [EC:4.2.1.116]
Carbon fixation	M00375	Hydroxypropionate-hydroxybutylate cycle [PATH:map01200 map00720]	K15020	K15020; acryloyl-coenzyme A reductase [EC:1.3.1.84]
Carbon fixation	M00375	Hydroxypropionate-hydroxybutylate cycle [PATH:map01200 map00720]	K05606	MCEE, epi; methylmalonyl-CoA/ethylmalonyl-CoA epimerase [EC:5.1.99.1]
Carbon fixation	M00375	Hydroxypropionate-hydroxybutylate cycle [PATH:map01200 map00720]	K01848	E5.4.99.2A, mcmA1; methylmalonyl-CoA mutase, N-terminal domain [EC:5.4.99.2]
Carbon fixation	M00375	Hydroxypropionate-hydroxybutylate cycle [PATH:map01200 map00720]	K01849	E5.4.99.2B, mcmA2; methylmalonyl-CoA mutase, C-terminal domain [EC:5.4.99.2]
Carbon fixation	M00375	Hydroxypropionate-hydroxybutylate cycle [PATH:map01200 map00720]	K15038	K15038; succinyl-CoA reductase [EC:1.2.1.76]
Carbon fixation	M00375	Hydroxypropionate-hydroxybutylate cycle [PATH:map01200 map00720]	K14465	K14465; succinate semialdehyde reductase (NADPH) [EC:1.1.1.-]
Carbon fixation	M00375	Hydroxypropionate-hydroxybutylate cycle [PATH:map01200 map00720]	K14466	K14466; 4-hydroxybutyrate---CoA ligase (AMP-forming) [EC:6.2.1.40]
Carbon fixation	M00375	Hydroxypropionate-hydroxybutylate cycle [PATH:map01200 map00720]	K18861	K18861; 4-hydroxybutyrate---CoA ligase (AMP-forming) [EC:6.2.1.40]
Carbon fixation	M00375	Hydroxypropionate-hydroxybutylate cycle [PATH:map01200 map00720]	K14534	abfD; 4-hydroxybutyryl-CoA dehydratase / vinylacetyl-CoA-Delta-isomerase [EC:4.2.1.120 5.3.3.3]
Carbon fixation	M00375	Hydroxypropionate-hydroxybutylate cycle [PATH:map01200 map00720]	K15016	K15016; enoyl-CoA hydratase / 3-hydroxyacyl-CoA dehydrogenase [EC:4.2.1.17 1.1.1.35]
Carbon fixation	M00375	Hydroxypropionate-hydroxybutylate cycle [PATH:map01200 map00720]	K00626	E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]
Carbon fixation	M00374	Dicarboxylate-hydroxybutyrate cycle [PATH:map01200 map00720]	K00169	porA; pyruvate ferredoxin oxidoreductase alpha subunit [EC:1.2.7.1]
Carbon fixation	M00374	Dicarboxylate-hydroxybutyrate cycle [PATH:map01200 map00720]	K00170	porB; pyruvate ferredoxin oxidoreductase beta subunit [EC:1.2.7.1]
Carbon fixation	M00374	Dicarboxylate-hydroxybutyrate cycle [PATH:map01200 map00720]	K00171	porD; pyruvate ferredoxin oxidoreductase delta subunit [EC:1.2.7.1]
Carbon fixation	M00374	Dicarboxylate-hydroxybutyrate cycle [PATH:map01200 map00720]	K00172	porG; pyruvate ferredoxin oxidoreductase gamma subunit [EC:1.2.7.1]
Carbon fixation	M00374	Dicarboxylate-hydroxybutyrate cycle [PATH:map01200 map00720]	K01007	pps, ppsA; pyruvate, water dikinase [EC:2.7.9.2]
Carbon fixation	M00374	Dicarboxylate-hydroxybutyrate cycle [PATH:map01200 map00720]	K01595	ppc; phosphoenolpyruvate carboxylase [EC:4.1.1.31]
Carbon fixation	M00374	Dicarboxylate-hydroxybutyrate cycle [PATH:map01200 map00720]	K00024	mdh; malate dehydrogenase [EC:1.1.1.37]
